passcode 	title 	url 	filename 	decode_method_tags
d464a5048233850513032533256363237464 	PAC'S Weekly Wrap-Up August 7, 2016 	https://ingress.codes/2016/08/11/pacs-weekly-wrap-up-august-7-2016/ 	code\PAC'S Weekly Wrap-Up August 7, 2016.html 	hexadecimal,Leetspeak,letters to numbers,reverse,substitution,transposition
qf763c67woz 	Connecting to the Cosmos 	https://ingress.codes/2016/07/27/connecting-to-the-cosmos/ 	code\Connecting to the Cosmos.html 	keyboard flip,reverse,substitution,transposition
fgkm6233eft2 	Connecting to the Cosmos 	https://ingress.codes/2016/07/27/connecting-to-the-cosmos/ 	code\Connecting to the Cosmos.html 	keyboard flip,reverse,substitution,transposition
4d;rkgsqfgkrq3ggsgswd5e 	Connecting to the Cosmos 	https://ingress.codes/2016/07/27/connecting-to-the-cosmos/ 	code\Connecting to the Cosmos.html 	keyboard flip,reverse,substitution,transposition
nkiseseshfmvovsienobbh 	True Beauty 	https://ingress.codes/2016/07/28/true-beauty/ 	code\True Beauty.html 	ASCII Art,atbash,reverse,substitution,transposition
msalaqsp8239adp5 	True Beauty 	https://ingress.codes/2016/07/28/true-beauty/ 	code\True Beauty.html 	ASCII Art,atbash,reverse,substitution,transposition
-|—|–__-)-\-\–/-___–|-___–|—_-\—-_-\—____|—___|—____|—\–|—___|–____|—_-)—-_-\—|–|—–\–|—___|–|—|–__-\–\–/——/——/—|—|–|—|–__|—\___-\—__|——\-|–|——__|—–_-\—(—|–|–|——\-|-\___-\–___-|–|—|—-\—–/——/—-___/—__-&lt;—|———–|–|——|\–|–|——|——(—|-\__–|-___-__|–|\–|——-|_|–_|-____/–_/\_\–_/—–_/—-_|—–_|-\_\-_____|-_____/–_____|-_|-\_|-\____|-_____|-\___/—-__/—–_|—_|-\_|-_____/- 	True Beauty 	https://ingress.codes/2016/07/28/true-beauty/ 	code\True Beauty.html 	ASCII Art,atbash,reverse,substitution,transposition
90656879718757575051658467797982767989788484697957545256575367758079 	PAC'S Weekly Wrap-Up July 24, 2016 	https://ingress.codes/2016/07/26/pacs-weekly-wrap-up-july-24-2016/ 	code\PAC'S Weekly Wrap-Up July 24, 2016.html 	decimal,reverse,skip,transposition
tmtxmhyfipmvtmdwofecovllodkgnnyefsqiviyfiejvnaqinaaufh 	PAC'S Weekly Wrap-Up July 24, 2016 	https://ingress.codes/2016/07/26/pacs-weekly-wrap-up-july-24-2016/ 	code\PAC'S Weekly Wrap-Up July 24, 2016.html 	decimal,reverse,skip,transposition
bquxgjsfionniijdaehnavnesritxhtehissiemfpk 	PAC'S Weekly Wrap-Up July 24, 2016 	https://ingress.codes/2016/07/26/pacs-weekly-wrap-up-july-24-2016/ 	code\PAC'S Weekly Wrap-Up July 24, 2016.html 	decimal,reverse,skip,transposition
ofjmewrheyccngwesfttwhoeifvusofertoshtviviwrintonergnsgauerepewkpoafsorsisreavettinsfoeitwnwntfihfoissoefoiueigcaqbhjddm 	PAC'S Weekly Wrap-Up July 24, 2016 	https://ingress.codes/2016/07/26/pacs-weekly-wrap-up-july-24-2016/ 	code\PAC'S Weekly Wrap-Up July 24, 2016.html 	decimal,reverse,skip,transposition
-.,,,.~.,*,.-.~-.__,*.~–.,*__..~-._,,*_,,…~-..~,,*,__*,.~…-~._,*___*_,-.~.-~-_,*,_,,*,_*,_–..~..—~_*,,___*,,,__*_..—~–~__,,*_,__*,_-.-.~,* 	PAC'S Weekly Wrap-Up July 24, 2016 	https://ingress.codes/2016/07/26/pacs-weekly-wrap-up-july-24-2016/ 	code\PAC'S Weekly Wrap-Up July 24, 2016.html 	decimal,reverse,skip,transposition
mtibnrataratatatatnrcaibbtmtatnrnratydrfta 	The New Wave 	https://ingress.codes/2016/07/29/the-new-wave/ 	code\The New Wave.html 	chemistry,morse,reverse,swap,transposition
ql310tkgxim48ufo 	The New Wave 	https://ingress.codes/2016/07/29/the-new-wave/ 	code\The New Wave.html 	chemistry,morse,reverse,swap,transposition
ysnfehecivrniesitnfsxxnouir 	The New Wave 	https://ingress.codes/2016/07/29/the-new-wave/ 	code\The New Wave.html 	chemistry,morse,reverse,swap,transposition
z9w8dae4pnrc7s5f 	The New Wave Intel from the Community 	https://ingress.codes/2016/07/30/the-new-wave-intel-from-the-community/ 	code\The New Wave Intel from the Community.html 	base64,rearrange,transposition
sgdaw76294pseirlsoep 	The New Wave Intel from the Community 	https://ingress.codes/2016/07/30/the-new-wave-intel-from-the-community/ 	code\The New Wave Intel from the Community.html 	base64,rearrange,transposition
quf!!m&&zgvu5dve((pt&&y3oe9h 	The New Wave Intel from the Community 	https://ingress.codes/2016/07/30/the-new-wave-intel-from-the-community/ 	code\The New Wave Intel from the Community.html 	base64,rearrange,transposition
luc28mnoxmkt732ni 	Missed Connection 	https://ingress.codes/2016/07/24/missed-connection/ 	code\Missed Connection.html 	decimal,letters to numbers,morse,reverse,swap,transposition
xvezefedddfdnacgenzhfgfgxed 	Missed Connection 	https://ingress.codes/2016/07/24/missed-connection/ 	code\Missed Connection.html 	decimal,letters to numbers,morse,reverse,swap,transposition
m3m3b79cnx8k 	Missed Connection 	https://ingress.codes/2016/07/24/missed-connection/ 	code\Missed Connection.html 	decimal,letters to numbers,morse,reverse,swap,transposition
4.1015659297.4.14081774942.4.12128529981.3.70842976927.3.68403149864.3.68403149864.3.75628575422.3.82586236554.4.06154810045.4.48140474656 	The Underground 	https://ingress.codes/2016/07/25/the-underground/ 	code\The Underground.html 	math,polybius,transposition
354351152444523254434424131524442343152251 	The Underground 	https://ingress.codes/2016/07/25/the-underground/ 	code\The Underground.html 	math,polybius,transposition
4ezi39uas96qxjv 	The Underground 	https://ingress.codes/2016/07/25/the-underground/ 	code\The Underground.html 	math,polybius,transposition
cacrhifluiflushzygzvmrmveruklt 	Radiate 	https://ingress.codes/2016/08/01/radiate/ 	code\Radiate.html 	atbash,base64,morse,reverse,substitution
7F}0nR:2fv1,21dZP%lkPXV!P8mG.217-aXl^Z(GJVD9@WBYi3_2MBoT?2zk0:H27x 	Radiate 	https://ingress.codes/2016/08/01/radiate/ 	code\Radiate.html 	atbash,base64,morse,reverse,substitution
u0vdm1rirefss0u0n1^he 	Radiate 	https://ingress.codes/2016/08/01/radiate/ 	code\Radiate.html 	atbash,base64,morse,reverse,substitution
.-.. - - ..--- .---- . ---- - .. .---- ..--- ...-- .--. -..- 	Ingress Burst Report – #AegisNova TOKYO – July 21 2016 	https://ingress.codes/2016/07/23/ingress-burst-report-aegisnova-tokyo-july-21-2016/ 	code\Ingress Burst Report – #AegisNova TOKYO – July 21 2016.html 	morse,rot
oljvyugngiceahkhqukvy 	Ingress Burst Report – #AegisNova TOKYO – July 21 2016 	https://ingress.codes/2016/07/23/ingress-burst-report-aegisnova-tokyo-july-21-2016/ 	code\Ingress Burst Report – #AegisNova TOKYO – July 21 2016.html 	morse,rot
johnson3fx84aw9 	Ingress Burst Report – #AegisNova TOKYO – July 21 2016 	https://ingress.codes/2016/07/23/ingress-burst-report-aegisnova-tokyo-july-21-2016/ 	code\Ingress Burst Report – #AegisNova TOKYO – July 21 2016.html 	morse,rot
9878cccc9ca989e9d8a809c96c7cc88958 	Art and Power 	https://ingress.codes/2016/07/31/art-and-power/ 	code\Art and Power.html 	glyphs,hexadecimal atbash,keyboard flip,unknown
drahciretracttocsretnepracsemajenivelavekotrabyerduanrubpehznerolfdlefgeizegroegiiirehpotsirhcremmulpmloclamxahtramttocseesgnimmucreviloydrahnhojjaciristrukllessurociredefinillefrdnaskelanibaircsdrahcirdnikededselrahcyrbafecurbnredtrebordraddogycniuqsenojvijarihdnagtrukllessurtreborniffocmikregnisabrettoptrawetsmailliwllessalaehtorodxidvatsugtslohnasusnodnarasrevilosnaverogiyksnivartserotavlasodomisauq 	Art and Power 	https://ingress.codes/2016/07/31/art-and-power/ 	code\Art and Power.html 	glyphs,hexadecimal atbash,keyboard flip,unknown
7gtbc/c..sj 	Art and Power 	https://ingress.codes/2016/07/31/art-and-power/ 	code\Art and Power.html 	glyphs,hexadecimal atbash,keyboard flip,unknown
7xql68ebe36rkfy 	Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa 	https://ingress.codes/2016/07/15/susanna-moyer-an-update-from-india-leaked-visur-report-on-nl-prime-and-akira-tsukasa/ 	code\Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa.html 	decimal,row shift,transposition
seessftfffnsfessfssfoftsznesiiieewiniieieiiiiiioiwieiiii 	Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa 	https://ingress.codes/2016/07/15/susanna-moyer-an-update-from-india-leaked-visur-report-on-nl-prime-and-akira-tsukasa/ 	code\Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa.html 	decimal,row shift,transposition
i4d23shoesvv8r7l 	Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa 	https://ingress.codes/2016/07/15/susanna-moyer-an-update-from-india-leaked-visur-report-on-nl-prime-and-akira-tsukasa/ 	code\Susanna Moyer An update from India & Leaked Visur Report on NL-PRIME and Akira Tsukasa.html 	decimal,row shift,transposition
fqb99296gffg69299bqf 	An Enlightened Victory 	https://ingress.codes/2016/07/18/an-enlightened-victory/ 	code\An Enlightened Victory.html 	reverse,substitution,transposition
inhttyqnarbaneniatzohtiees 	An Enlightened Victory 	https://ingress.codes/2016/07/18/an-enlightened-victory/ 	code\An Enlightened Victory.html 	reverse,substitution,transposition
43aotkq46us8 	An Enlightened Victory 	https://ingress.codes/2016/07/18/an-enlightened-victory/ 	code\An Enlightened Victory.html 	reverse,substitution,transposition
6aon97igimor54xxzx 	PAC'S Weekly Wrap-Up July 17, 2016 	https://ingress.codes/2016/07/19/pacs-weekly-wrap-up-july-17-2016/ 	code\PAC'S Weekly Wrap-Up July 17, 2016.html 	math,substitution,transposition
2g7v3edptravu5n4 	PAC'S Weekly Wrap-Up July 17, 2016 	https://ingress.codes/2016/07/19/pacs-weekly-wrap-up-july-17-2016/ 	code\PAC'S Weekly Wrap-Up July 17, 2016.html 	math,substitution,transposition
98.76.78.66.62.84.82.91.85.82.74.87.64.66.64.75.9-1 	PAC'S Weekly Wrap-Up July 17, 2016 	https://ingress.codes/2016/07/19/pacs-weekly-wrap-up-july-17-2016/ 	code\PAC'S Weekly Wrap-Up July 17, 2016.html 	math,substitution,transposition
bv4oi7us64up6rt 	New Portals emerge across US West Coast 	https://ingress.codes/2016/07/20/new-portals-emerge-across-us-west-coast/ 	code\New Portals emerge across US West Coast.html 	binary,decimal,hexadecimal,morse,reverse,transposition
ze322yrevocsid26fux 	New Portals emerge across US West Coast 	https://ingress.codes/2016/07/20/new-portals-emerge-across-us-west-coast/ 	code\New Portals emerge across US West Coast.html 	binary,decimal,hexadecimal,morse,reverse,transposition
bcbqbycycybq1rbbxc69cpypyq0uym 	New Portals emerge across US West Coast 	https://ingress.codes/2016/07/20/new-portals-emerge-across-us-west-coast/ 	code\New Portals emerge across US West Coast.html 	binary,decimal,hexadecimal,morse,reverse,transposition
jxk12ivgivzg183ic 	A Trance across Time 	https://ingress.codes/2016/08/12/a-trance-across-time/ 	code\A Trance across Time.html 	atbash,binary,morse,phone,reverse
axxzqqzzzzz88pozrcq8fjcpf1jpqp 	A Trance across Time 	https://ingress.codes/2016/08/12/a-trance-across-time/ 	code\A Trance across Time.html 	atbash,binary,morse,phone,reverse
52639432433243329271536373328142336332435172 	A Trance across Time 	https://ingress.codes/2016/08/12/a-trance-across-time/ 	code\A Trance across Time.html 	atbash,binary,morse,phone,reverse
hga430368kd 	All Zeroes 	https://ingress.codes/2016/07/21/all-zeroes/ 	code\All Zeroes.html 	binary,Keyboard,morse,substitution
jppypl25qxx3fyy2fpvuy3jucyfuxm 	All Zeroes 	https://ingress.codes/2016/07/21/all-zeroes/ 	code\All Zeroes.html 	binary,Keyboard,morse,substitution
&&&.^^^.&.%.^^.%.@.%.^^.#.*.@@.*.&&&.& 	All Zeroes 	https://ingress.codes/2016/07/21/all-zeroes/ 	code\All Zeroes.html 	binary,Keyboard,morse,substitution
svsussuxuxrxtqrvrxtqturvuuuzuyrusr 	The Acolyte Speaks 	https://ingress.codes/2016/07/15/the-acolyte-speaks/ 	code\The Acolyte Speaks.html 	atbash,keyboard flip,letters to numbers,vigenere autokey
udziafbmonazrzpblepktndzjndzbd 	The Acolyte Speaks 	https://ingress.codes/2016/07/15/the-acolyte-speaks/ 	code\The Acolyte Speaks.html 	atbash,keyboard flip,letters to numbers,vigenere autokey
12lncefl6dc,bag 	The Acolyte Speaks 	https://ingress.codes/2016/07/15/the-acolyte-speaks/ 	code\The Acolyte Speaks.html 	atbash,keyboard flip,letters to numbers,vigenere autokey
xdjsespsiieytinuaw 	PAC'S WEEKLY WRAP-UP JULY 10, 2016 	https://ingress.codes/2016/07/14/pacs-weekly-wrap-up-july-10-2016/ 	code\PAC'S WEEKLY WRAP-UP JULY 10, 2016.html 	transposition
536295294837573075851535163630648515305072952951 	Jahan responds to Acolyte 	https://ingress.codes/2016/07/16/jahan-responds-to-acolyte/ 	code\Jahan responds to Acolyte.html 	decimal,morse,numbers to letters,reverse,transposition
91717191707140408180328151414101424080607091814012403181401240318171 	Jahan responds to Acolyte 	https://ingress.codes/2016/07/16/jahan-responds-to-acolyte/ 	code\Jahan responds to Acolyte.html 	decimal,morse,numbers to letters,reverse,transposition
74rstefrepnoitcvq387 	Jahan responds to Acolyte 	https://ingress.codes/2016/07/16/jahan-responds-to-acolyte/ 	code\Jahan responds to Acolyte.html 	decimal,morse,numbers to letters,reverse,transposition
119.981.112.50.515.14.11.18.112.525.55.535.19.111 	ADA Refactor Public Poll Results 	https://ingress.codes/2016/07/22/ada-refactor-public-poll-results/ 	code\ADA Refactor Public Poll Results.html 	decimal,math
78.811.715.57.55.810.615.614.813.613.615.57.58.511.813.814 	ADA Refactor Public Poll Results 	https://ingress.codes/2016/07/22/ada-refactor-public-poll-results/ 	code\ADA Refactor Public Poll Results.html 	decimal,math
08-3_0800_08-3_05-3_05-1_0600_0603_0701_05-2_0500_05-5_0700_0702 	ADA Refactor Public Poll Results 	https://ingress.codes/2016/07/22/ada-refactor-public-poll-results/ 	code\ADA Refactor Public Poll Results.html 	decimal,math
112325152421244313453135444542154315445221243435 	My thoughts at the brink of Aegis Nova 	https://ingress.codes/2016/07/17/my-thoughts-at-the-brink-of-aegis-nova/ 	code\My thoughts at the brink of Aegis Nova.html 	morse,phone,polybius,reverse
brk71shnre774sl 	My thoughts at the brink of Aegis Nova 	https://ingress.codes/2016/07/17/my-thoughts-at-the-brink-of-aegis-nova/ 	code\My thoughts at the brink of Aegis Nova.html 	morse,phone,polybius,reverse
704407703330444033304440222044020660403308090777704440333066606609999 	My thoughts at the brink of Aegis Nova 	https://ingress.codes/2016/07/17/my-thoughts-at-the-brink-of-aegis-nova/ 	code\My thoughts at the brink of Aegis Nova.html 	morse,phone,polybius,reverse
7171683833696w70726u76653339397565 	PAC'S Weekly Wrap-Up July 03, 2016 	https://ingress.codes/2016/07/06/pacs-weekly-wrap-up-july-03-2016/ 	code\PAC'S Weekly Wrap-Up July 03, 2016.html 	atbash,hexadecimal,rot,transposition
5i6h8rdvbeezf9s6 	PAC'S Weekly Wrap-Up July 03, 2016 	https://ingress.codes/2016/07/06/pacs-weekly-wrap-up-july-03-2016/ 	code\PAC'S Weekly Wrap-Up July 03, 2016.html 	atbash,hexadecimal,rot,transposition
yog86cdbdhs816xu 	PAC'S Weekly Wrap-Up July 03, 2016 	https://ingress.codes/2016/07/06/pacs-weekly-wrap-up-july-03-2016/ 	code\PAC'S Weekly Wrap-Up July 03, 2016.html 	atbash,hexadecimal,rot,transposition
kew18dnk914qr 	Anomaly Intel Aegis Nova Tokyo 	https://ingress.codes/2016/07/12/anomaly-intel-aegis-nova-tokyo/ 	code\Anomaly Intel Aegis Nova Tokyo.html 	Leetspeak,morse,reverse,roman numerals,swap,transposition
26s18cs5d9sry9j4 	Anomaly Intel Aegis Nova Tokyo 	https://ingress.codes/2016/07/12/anomaly-intel-aegis-nova-tokyo/ 	code\Anomaly Intel Aegis Nova Tokyo.html 	Leetspeak,morse,reverse,roman numerals,swap,transposition
ch99h6at9pb3eh 	The Moyer Threat 	https://ingress.codes/2016/07/11/the-moyer-threat/ 	code\The Moyer Threat.html 	atbash,reverse
tcn31nrmw241wp 	The Moyer Threat 	https://ingress.codes/2016/07/11/the-moyer-threat/ 	code\The Moyer Threat.html 	atbash,reverse
5shbq63um5icsd4 	The Moyer Threat 	https://ingress.codes/2016/07/11/the-moyer-threat/ 	code\The Moyer Threat.html 	atbash,reverse
gd887u75snw 	Quitting the Enlightened 	https://ingress.codes/2016/07/13/quitting-the-enlightened/ 	code\Quitting the Enlightened.html 	math,reverse,substitution,transposition
6272256535626204728313637535622303 	Quitting the Enlightened 	https://ingress.codes/2016/07/13/quitting-the-enlightened/ 	code\Quitting the Enlightened.html 	math,reverse,substitution,transposition
5n6t5asufliyu3g5 	Quitting the Enlightened 	https://ingress.codes/2016/07/13/quitting-the-enlightened/ 	code\Quitting the Enlightened.html 	math,reverse,substitution,transposition
97zuanhcetygolosb778 	Regarding the Attack on ADA 	https://ingress.codes/2016/07/08/regarding-the-attack-on-ada/ 	code\Regarding the Attack on ADA.html 	Keyboard,morse,research,swap,transposition
if922etuksq98pdl 	Regarding the Attack on ADA 	https://ingress.codes/2016/07/08/regarding-the-attack-on-ada/ 	code\Regarding the Attack on ADA.html 	Keyboard,morse,research,swap,transposition
4.0.444.22.3.44.9.99.8.555.3.4.11.5.3.666.8.22.3.44.8.333.5 	Regarding the Attack on ADA 	https://ingress.codes/2016/07/08/regarding-the-attack-on-ada/ 	code\Regarding the Attack on ADA.html 	Keyboard,morse,research,swap,transposition
pyh16vmvitb168km 	Susanna's Mission 	https://ingress.codes/2016/07/05/susannas-mission/ 	code\Susanna's Mission.html 	atbash,decimal,hexadecimal,Leetspeak,morse,reverse,substitution
qb843ho8ho511oa 	Susanna's Mission 	https://ingress.codes/2016/07/05/susannas-mission/ 	code\Susanna's Mission.html 	atbash,decimal,hexadecimal,Leetspeak,morse,reverse,substitution
86667037556c7976696c6563693752327068 	Susanna's Mission 	https://ingress.codes/2016/07/05/susannas-mission/ 	code\Susanna's Mission.html 	atbash,decimal,hexadecimal,Leetspeak,morse,reverse,substitution
9l7z4abommeqq5d2 	Another Way 	https://ingress.codes/2016/06/27/another-way/ 	code\Another Way.html 	base64,braille,reverse,swap,transposition
3HMnZyJBLvMCNvJnUPxB 	Another Way 	https://ingress.codes/2016/06/27/another-way/ 	code\Another Way.html 	base64,braille,reverse,swap,transposition
3b2a5a3b2b1a2a3b2b1a1c3b1b1b1a1a1a3b2c1a3a1b1c1a2b1a2a3a2b5a 	Another Way 	https://ingress.codes/2016/06/27/another-way/ 	code\Another Way.html 	base64,braille,reverse,swap,transposition
gec56oqpqrqng794zz 	A message from Jahan 	https://ingress.codes/2016/06/27/a-message-from-jahan/ 	code\A message from Jahan.html 	atbash,morse,rot,swap
wnq93ymt311tq 	A message from Jahan 	https://ingress.codes/2016/06/27/a-message-from-jahan/ 	code\A message from Jahan.html 	atbash,morse,rot,swap
flp35kvzxv237fn 	A message from Jahan 	https://ingress.codes/2016/06/27/a-message-from-jahan/ 	code\A message from Jahan.html 	atbash,morse,rot,swap
2mxt76ain74prax 	PAC's Weekly Wrap-up June 19, 2016 	https://ingress.codes/2016/06/26/pacs-weekly-wrap-up-june-19-2016/ 	code\PAC's Weekly Wrap-up June 19, 2016.html 	decimal,keyboard shift,phone,transposition,vanity
yuuouwtutqiouoitiwtytrttyiiw 	PAC's Weekly Wrap-up June 19, 2016 	https://ingress.codes/2016/06/26/pacs-weekly-wrap-up-june-19-2016/ 	code\PAC's Weekly Wrap-up June 19, 2016.html 	decimal,keyboard shift,phone,transposition,vanity
x0pyrvjgleqdrpt0oztbr0mxnsuhldl1k0tqt1 	PAC's Weekly Wrap-up June 19, 2016 	https://ingress.codes/2016/06/26/pacs-weekly-wrap-up-june-19-2016/ 	code\PAC's Weekly Wrap-up June 19, 2016.html 	decimal,keyboard shift,phone,transposition,vanity
ejma84neg75tpp4 	Pattern Retrieval 	https://ingress.codes/2016/06/28/pattern-retrieval/ 	code\Pattern Retrieval.html 	keyboard flip,keyboard shift,transposition
dgq36lrnlyu;yi468/u 	Pattern Retrieval 	https://ingress.codes/2016/06/28/pattern-retrieval/ 	code\Pattern Retrieval.html 	keyboard flip,keyboard shift,transposition
uqiqoptettuoyyieueyiueitietttqtwuput 	Pattern Retrieval 	https://ingress.codes/2016/06/28/pattern-retrieval/ 	code\Pattern Retrieval.html 	keyboard flip,keyboard shift,transposition
jw4mc7lo4d93my 	A letter from Jahan 	https://ingress.codes/2016/07/02/a-letter-from-jahan/ 	code\A letter from Jahan.html 	base64,playfair,reverse
gukgkgyrytpctnhaqz 	A letter from Jahan 	https://ingress.codes/2016/07/02/a-letter-from-jahan/ 	code\A letter from Jahan.html 	base64,playfair,reverse
H\N3\N3\YZCHLMBH\VMCN\NJ\NKDME 	A letter from Jahan 	https://ingress.codes/2016/07/02/a-letter-from-jahan/ 	code\A letter from Jahan.html 	base64,playfair,reverse
yjwp6842bhn8 	Hank and ADA 	https://ingress.codes/2016/07/04/hank-and-ada/ 	code\Hank and ADA.html 	Base32,decimal,keyboard shift,substitution,transposition
zjwn7ixld27lphefvlqhu6fhtyu6zcyw3m 	Hank and ADA 	https://ingress.codes/2016/07/04/hank-and-ada/ 	code\Hank and ADA.html 	Base32,decimal,keyboard shift,substitution,transposition
qpqqqyqppptrptqqpwqqqqpiqpiqqqqqopttpttptwqqeqqe 	Hank and ADA 	https://ingress.codes/2016/07/04/hank-and-ada/ 	code\Hank and ADA.html 	Base32,decimal,keyboard shift,substitution,transposition
v2sre9c4ap3priir7k 	Tokyo Anomaly Intel Cluster Images 	https://ingress.codes/2016/07/07/tokyo-anomaly-intel-cluster-images/ 	code\Tokyo Anomaly Intel Cluster Images.html 	decimal,keyboard flip,numbers to letters,reverse,transposition
idhhibfafcgigjgfgigiichjiafgfdfahche 	Tokyo Anomaly Intel Cluster Images 	https://ingress.codes/2016/07/07/tokyo-anomaly-intel-cluster-images/ 	code\Tokyo Anomaly Intel Cluster Images.html 	decimal,keyboard flip,numbers to letters,reverse,transposition
ggr98,wblyur,y774,w 	Tokyo Anomaly Intel Cluster Images 	https://ingress.codes/2016/07/07/tokyo-anomaly-intel-cluster-images/ 	code\Tokyo Anomaly Intel Cluster Images.html 	decimal,keyboard flip,numbers to letters,reverse,transposition
mrr9emjd59a65tfgop 	Chapter Endings 	https://ingress.codes/2016/07/03/chapter-endings/ 	code\Chapter Endings.html 	atbash,phone,transposition
2942295459452720372845263731325757552644 	Chapter Endings 	https://ingress.codes/2016/07/03/chapter-endings/ 	code\Chapter Endings.html 	atbash,phone,transposition
241329472333362338363528183436261819472347231523 	Chapter Endings 	https://ingress.codes/2016/07/03/chapter-endings/ 	code\Chapter Endings.html 	atbash,phone,transposition
7s4obo5zybnox7o6 	A Comforting Fault 	https://ingress.codes/2016/07/11/a-comforting-fault/ 	code\A Comforting Fault.html 	keyboard shift,polybius,transposition
3234424315224234524333443334 	A Comforting Fault 	https://ingress.codes/2016/07/11/a-comforting-fault/ 	code\A Comforting Fault.html 	keyboard shift,polybius,transposition
$*)&$%)%#%#&%^)%)%&&$&)& 	A Comforting Fault 	https://ingress.codes/2016/07/11/a-comforting-fault/ 	code\A Comforting Fault.html 	keyboard shift,polybius,transposition
hvn90sfqpsu333kp 	Akira Tsukasa Spotted near NL-PRIME Test Facility 	https://ingress.codes/2016/07/01/akira-tsukasa-spotted-near-nl-prime-test-facility/ 	code\Akira Tsukasa Spotted near NL-PRIME Test Facility.html 	atbash,morse,reverse,rot
tp019nkswanx80keb 	Akira Tsukasa Spotted near NL-PRIME Test Facility 	https://ingress.codes/2016/07/01/akira-tsukasa-spotted-near-nl-prime-test-facility/ 	code\Akira Tsukasa Spotted near NL-PRIME Test Facility.html 	atbash,morse,reverse,rot
qqc14vmw246gw 	Akira Tsukasa Spotted near NL-PRIME Test Facility 	https://ingress.codes/2016/07/01/akira-tsukasa-spotted-near-nl-prime-test-facility/ 	code\Akira Tsukasa Spotted near NL-PRIME Test Facility.html 	atbash,morse,reverse,rot
vargieinhbkksofieofyti 	PAC's Weekly Wrap-up June 26, 2016 	https://ingress.codes/2016/06/30/pacs-weekly-wrap-up-june-26-2016/ 	code\PAC's Weekly Wrap-up June 26, 2016.html 	binary,morse,reverse,transposition
xqbcx4x23lq7qxollpp81xx48ce 	PAC's Weekly Wrap-up June 26, 2016 	https://ingress.codes/2016/06/30/pacs-weekly-wrap-up-june-26-2016/ 	code\PAC's Weekly Wrap-up June 26, 2016.html 	binary,morse,reverse,transposition
u3a8qcn9o32hwvs 	PAC's Weekly Wrap-up June 26, 2016 	https://ingress.codes/2016/06/30/pacs-weekly-wrap-up-june-26-2016/ 	code\PAC's Weekly Wrap-up June 26, 2016.html 	binary,morse,reverse,transposition
b0aaadb4ac9493a8aaba9888a9ba93b0a9ba90caad85adac 	Obsidius Fragment A Long Journey Ahead 	https://ingress.codes/2016/06/20/obsidius-fragment-a-long-journey-ahead/ 	code\Obsidius Fragment A Long Journey Ahead.html 	base64,hexadecimal atbash,morse,unknown
210293611698321237021268202713302024 	Obsidius Fragment A Long Journey Ahead 	https://ingress.codes/2016/06/20/obsidius-fragment-a-long-journey-ahead/ 	code\Obsidius Fragment A Long Journey Ahead.html 	base64,hexadecimal atbash,morse,unknown
$%~!%!%~!&~&!~#^~&~!%@~@~!&~#~%!^~&~!^!~#^~!&~@&~!^ 	Obsidius Fragment A Long Journey Ahead 	https://ingress.codes/2016/06/20/obsidius-fragment-a-long-journey-ahead/ 	code\Obsidius Fragment A Long Journey Ahead.html 	base64,hexadecimal atbash,morse,unknown
6c59homy9woauxsn 	An Etched Image 	https://ingress.codes/2016/06/20/an-etched-image/ 	code\An Etched Image.html 	keyword substitution,roman numerals,transposition,unknown
02052140-004054 	An Etched Image 	https://ingress.codes/2016/06/20/an-etched-image/ 	code\An Etched Image.html 	keyword substitution,roman numerals,transposition,unknown
tei4ejeeasf2retelhma 	An Etched Image 	https://ingress.codes/2016/06/20/an-etched-image/ 	code\An Etched Image.html 	keyword substitution,roman numerals,transposition,unknown
17m691m7212698459&3p3m2468802436547&2p2m3m281m23083330619 	Brooklyn The Suspects 	https://ingress.codes/2016/06/17/brooklyn-the-suspects/ 	code\Brooklyn The Suspects.html 	decimal,rot,spliced codes,vigenere
f9u4o8v4a8p7b9l7o7g7o5s6q8q6 	Brooklyn The Suspects 	https://ingress.codes/2016/06/17/brooklyn-the-suspects/ 	code\Brooklyn The Suspects.html 	decimal,rot,spliced codes,vigenere
++ugsdfsrythyosdtpvdwtzdjfisdejufa-- 	Brooklyn The Suspects 	https://ingress.codes/2016/06/17/brooklyn-the-suspects/ 	code\Brooklyn The Suspects.html 	decimal,rot,spliced codes,vigenere
b9stfj8aa6ft2aeu 	The #Saveklue Resurgence 	https://ingress.codes/2016/06/22/the-saveklue-resurgence/ 	code\The #Saveklue Resurgence.html 	skip,spiral,substitution,transposition,vigenere autokey
nrmeklylbibkrdunlixmxeihct 	The #Saveklue Resurgence 	https://ingress.codes/2016/06/22/the-saveklue-resurgence/ 	code\The #Saveklue Resurgence.html 	skip,spiral,substitution,transposition,vigenere autokey
nriieseingeikeapoa 	The #Saveklue Resurgence 	https://ingress.codes/2016/06/22/the-saveklue-resurgence/ 	code\The #Saveklue Resurgence.html 	skip,spiral,substitution,transposition,vigenere autokey
